""	"x"
"4774"	"B"
"4775"	"D"
"4776"	"D"
"4777"	"B"
"4778"	"A"
"4779"	"A"
"4780"	"E"
"4781"	"A"
"4782"	"E"
"4783"	"A"
"4784"	"A"
"4785"	"A"
"4786"	"B"
"4787"	"A"
"4788"	"B"
"4789"	"B"
"4790"	"D"
"4791"	"A"
"4792"	"C"
"4793"	"A"
"4794"	"B"
"4795"	"A"
"4796"	"D"
"4797"	"D"
"4798"	"A"
"4799"	"A"
"4800"	"D"
"4801"	"D"
"4802"	"D"
"4803"	"D"
"4804"	"E"
"4805"	"E"
"4806"	"D"
"4807"	"D"
"4808"	"A"
"4809"	"A"
"4810"	"C"
"4811"	"A"
"4812"	"B"
"4813"	"B"
"4814"	"A"
"4815"	"C"
"4816"	"D"
"4817"	"D"
"4818"	"F"
"4819"	"A"
"4820"	"C"
"4821"	"E"
"4822"	"D"
"4823"	"A"
"4824"	"B"
"4825"	"D"
"4826"	"F"
"4827"	"A"
"4828"	"E"
"4829"	"A"
"4830"	"A"
"4831"	"A"
"4832"	"A"
"4833"	"D"
"4834"	"D"
"4835"	"B"
"4836"	"E"
"4837"	"D"
"4838"	"D"
"4839"	"F"
"4840"	"A"
"4841"	"A"
"4842"	"C"
"4843"	"A"
"4844"	"A"
"4845"	"D"
"4846"	"D"
"4847"	"D"
"4848"	"E"
"4849"	"A"
"4850"	"B"
"4851"	"A"
"4852"	"A"
"4853"	"A"
"4854"	"A"
"4855"	"D"
"4856"	"E"
"4857"	"A"
"4858"	"A"
"4859"	"C"
"4860"	"E"
"4861"	"D"
"4862"	"D"
"4863"	"A"
"4864"	"C"
"4865"	"D"
"4866"	"E"
"4867"	"A"
"4868"	"B"
"4869"	"A"
"4870"	"A"
"4871"	"B"
"4872"	"D"
"4873"	"B"
"4874"	"E"
"4875"	"E"
"4876"	"C"
"4877"	"A"
"4878"	"A"
"4879"	"D"
"4880"	"B"
"4881"	"A"
"4882"	"D"
"4883"	"E"
"4884"	"A"
"4885"	"D"
"4886"	"C"
"4887"	"B"
"4888"	"C"
"4889"	"A"
"4890"	"A"
"4891"	"B"
"4892"	"D"
"4893"	"A"
"4894"	"B"
"4895"	"A"
"4896"	"E"
"4897"	"D"
"4898"	"A"
"4899"	"A"
"4900"	"A"
"4901"	"E"
"4902"	"A"
"4903"	"A"
"4904"	"B"
"4905"	"A"
"4906"	"D"
"4907"	"B"
"4908"	"B"
"4909"	"C"
"4910"	"B"
"4911"	"E"
"4912"	"A"
"4913"	"A"
"4914"	"A"
"4915"	"D"
"4916"	"D"
"4917"	"D"
"4918"	"D"
"4919"	"A"
"4920"	"A"
"4921"	"A"
"4922"	"A"
"4923"	"C"
"4924"	"A"
"4925"	"C"
"4926"	"B"
"4927"	"D"
"4928"	"C"
"4929"	"E"
"4930"	"A"
"4931"	"E"
"4932"	"A"
"4933"	"D"
"4934"	"A"
"4935"	"A"
"4936"	"A"
"4937"	"D"
"4938"	"A"
"4939"	"A"
"4940"	"D"
"4941"	"C"
"4942"	"B"
"4943"	"C"
"4944"	"E"
"4945"	"B"
"4946"	"E"
"4947"	"E"
"4948"	"F"
"4949"	"A"
"4950"	"B"
"4951"	"D"
"4952"	"D"
"4953"	"A"
"4954"	"B"
"4955"	"A"
"4956"	"A"
"4957"	"A"
"4958"	"E"
"4959"	"A"
"4960"	"E"
"4961"	"D"
"4962"	"A"
"4963"	"E"
"4964"	"A"
"4965"	"A"
"4966"	"C"
"4967"	"A"
"4968"	"A"
"4969"	"A"
"4970"	"D"
"4971"	"B"
"4972"	"B"
"4973"	"B"
"4974"	"A"
"4975"	"A"
"4976"	"E"
"4977"	"A"
"4978"	"D"
"4979"	"F"
"4980"	"F"
"4981"	"B"
"4982"	"B"
"4983"	"D"
"4984"	"A"
"4985"	"A"
"4986"	"A"
"4987"	"D"
"4988"	"B"
"4989"	"D"
"4990"	"A"
"4991"	"D"
"4992"	"A"
"4993"	"E"
"4994"	"B"
"4995"	"B"
"4996"	"D"
"4997"	"D"
"4998"	"D"
"4999"	"B"
"5000"	"E"
"5001"	"B"
"5002"	"D"
"5003"	"E"
"5004"	"E"
"5005"	"D"
"5006"	"B"
"5007"	"A"
"5008"	"E"
"5009"	"B"
"5010"	"B"
"5011"	"A"
"5012"	"E"
"5013"	"A"
"5014"	"E"
"5015"	"B"
"5016"	"A"
"5017"	"E"
"5018"	"B"
"5019"	"D"
"5020"	"E"
"5021"	"E"
"5022"	"D"
"5023"	"A"
"5024"	"F"
"5025"	"A"
"5026"	"E"
"5027"	"E"
"5028"	"F"
"5029"	"A"
"5030"	"D"
"5031"	"A"
"5032"	"A"
"5033"	"A"
"5034"	"A"
"5035"	"D"
"5036"	"E"
"5037"	"D"
"5038"	"A"
"5039"	"D"
"5040"	"E"
"5041"	"D"
"5042"	"A"
"5043"	"F"
"5044"	"E"
"5045"	"D"
"5046"	"A"
"5047"	"A"
"5048"	"B"
"5049"	"D"
"5050"	"A"
"5051"	"D"
"5052"	"A"
"5053"	"F"
"5054"	"E"
"5055"	"B"
"5056"	"A"
"5057"	"C"
"5058"	"B"
"5059"	"C"
"5060"	"B"
"5061"	"F"
"5062"	"F"
"5063"	"D"
"5064"	"E"
"5065"	"A"
"5066"	"D"
"5067"	"E"
"5068"	"D"
"5069"	"D"
"5070"	"B"
"5071"	"E"
"5072"	"E"
"5073"	"C"
"5074"	"A"
"5075"	"B"
"5076"	"D"
"5077"	"A"
"5078"	"B"
"5079"	"A"
"5080"	"E"
"5081"	"E"
"5082"	"A"
"5083"	"C"
"5084"	"C"
"5085"	"E"
"5086"	"E"
"5087"	"C"
"5088"	"A"
"5089"	"A"
"5090"	"A"
"5091"	"E"
"5092"	"E"
"5093"	"A"
"5094"	"D"
"5095"	"E"
"5096"	"D"
"5097"	"A"
"5098"	"B"
"5099"	"A"
"5100"	"B"
"5101"	"C"
"5102"	"F"
"5103"	"E"
"5104"	"A"
"5105"	"A"
"5106"	"E"
"5107"	"E"
"5108"	"D"
"5109"	"E"
"5110"	"A"
"5111"	"B"
"5112"	"C"
"5113"	"E"
"5114"	"A"
"5115"	"C"
"5116"	"C"
"5117"	"C"
"5118"	"D"
"5119"	"D"
"5120"	"A"
"5121"	"B"
"5122"	"A"
"5123"	"F"
"5124"	"D"
"5125"	"D"
"5126"	"D"
"5127"	"D"
"5128"	"A"
"5129"	"E"
"5130"	"A"
"5131"	"B"
"5132"	"D"
"5133"	"C"
"5134"	"C"
"5135"	"E"
"5136"	"F"
"5137"	"E"
"5138"	"C"
"5139"	"C"
"5140"	"E"
"5141"	"C"
"5142"	"E"
"5143"	"C"
"5144"	"E"
"5145"	"B"
"5146"	"E"
"5147"	"A"
"5148"	"E"
"5149"	"F"
"5150"	"D"
"5151"	"A"
"5152"	"B"
"5153"	"D"
"5154"	"E"
"5155"	"E"
"5156"	"A"
"5157"	"D"
"5158"	"B"
"5159"	"C"
"5160"	"B"
"5161"	"A"
"5162"	"A"
"5163"	"B"
"5164"	"F"
"5165"	"D"
"5166"	"B"
"5167"	"A"
"5168"	"A"
"5169"	"D"
"5170"	"A"
"5171"	"A"
"5172"	"A"
"5173"	"A"
"5174"	"A"
"5175"	"D"
"5176"	"A"
"5177"	"D"
"5178"	"F"
"5179"	"D"
"5180"	"A"
"5181"	"B"
"5182"	"D"
"5183"	"A"
"5184"	"D"
"5185"	"E"
"5186"	"A"
"5187"	"A"
"5188"	"B"
"5189"	"E"
"5190"	"F"
"5191"	"D"
"5192"	"B"
"5193"	"E"
"5194"	"F"
"5195"	"E"
"5196"	"E"
"5197"	"D"
"5198"	"C"
"5199"	"D"
"5200"	"A"
"5201"	"E"
"5202"	"D"
"5203"	"A"
"5204"	"B"
"5205"	"C"
"5206"	"A"
"5207"	"B"
"5208"	"B"
"5209"	"B"
"5210"	"A"
"5211"	"B"
"5212"	"A"
"5213"	"A"
"5214"	"E"
"5215"	"E"
"5216"	"E"
"5217"	"B"
"5218"	"D"
"5219"	"A"
"5220"	"E"
"5221"	"D"
"5222"	"B"
"5223"	"E"
"5224"	"A"
"5225"	"B"
"5226"	"A"
"5227"	"E"
"5228"	"A"
"5229"	"C"
"5230"	"C"
"5231"	"D"
"5232"	"E"
"5233"	"D"
"5234"	"A"
"5235"	"F"
"5236"	"A"
"5237"	"A"
"5238"	"D"
"5239"	"E"
"5240"	"B"
"5241"	"E"
"5242"	"A"
"5243"	"A"
"5244"	"F"
"5245"	"A"
"5246"	"A"
"5247"	"A"
"5248"	"D"
"5249"	"B"
"5250"	"D"
"5251"	"E"
"5252"	"A"
"5253"	"A"
"5254"	"A"
"5255"	"D"
"5256"	"C"
"5257"	"E"
"5258"	"A"
"5259"	"F"
"5260"	"F"
"5261"	"A"
"5262"	"E"
"5263"	"A"
"5264"	"A"
"5265"	"A"
"5266"	"E"
"5267"	"B"
"5268"	"A"
"5269"	"B"
"5270"	"A"
"5271"	"E"
"5272"	"A"
"5273"	"A"
"5274"	"C"
"5275"	"D"
"5276"	"E"
"5277"	"D"
"5278"	"A"
"5279"	"A"
"5280"	"A"
"5281"	"A"
"5282"	"E"
"5283"	"F"
"5284"	"E"
"5285"	"A"
"5286"	"E"
"5287"	"D"
"5288"	"A"
"5289"	"B"
"5290"	"D"
"5291"	"E"
"5292"	"C"
"5293"	"A"
"5294"	"E"
"5295"	"D"
"5296"	"F"
"5297"	"B"
"5298"	"E"
"5299"	"C"
"5300"	"B"
"5301"	"C"
"5302"	"B"
"5303"	"D"
"5304"	"D"
"5305"	"E"
"5306"	"D"
"5307"	"D"
"5308"	"B"
"5309"	"A"
"5310"	"D"
"5311"	"A"
"5312"	"A"
"5313"	"E"
"5314"	"D"
"5315"	"D"
"5316"	"B"
"5317"	"A"
"5318"	"D"
"5319"	"A"
"5320"	"C"
"5321"	"A"
"5322"	"A"
"5323"	"A"
"5324"	"E"
"5325"	"D"
"5326"	"E"
"5327"	"E"
"5328"	"A"
"5329"	"B"
"5330"	"E"
"5331"	"D"
"5332"	"A"
"5333"	"B"
"5334"	"A"
"5335"	"D"
"5336"	"A"
"5337"	"E"
"5338"	"D"
"5339"	"B"
"5340"	"A"
"5341"	"B"
"5342"	"B"
"5343"	"E"
"5344"	"E"
"5345"	"C"
"5346"	"E"
"5347"	"E"
"5348"	"D"
"5349"	"C"
"5350"	"D"
"5351"	"C"
"5352"	"B"
"5353"	"C"
"5354"	"A"
"5355"	"E"
"5356"	"A"
"5357"	"B"
"5358"	"E"
"5359"	"A"
"5360"	"E"
"5361"	"C"
"5362"	"C"
"5363"	"B"
"5364"	"D"
"5365"	"E"
"5366"	"B"
"5367"	"E"
"5368"	"E"
"5369"	"D"
"5370"	"B"
"5371"	"A"
"5372"	"E"
"5373"	"C"
"5374"	"E"
"5375"	"E"
"5376"	"B"
"5377"	"C"
"5378"	"D"
"5379"	"D"
"5380"	"C"
"5381"	"D"
"5382"	"E"
"5383"	"A"
"5384"	"C"
"5385"	"A"
"5386"	"C"
"5387"	"D"
"5388"	"C"
"5389"	"D"
"5390"	"B"
"5391"	"A"
"5392"	"E"
"5393"	"A"
"5394"	"A"
"5395"	"D"
"5396"	"E"
"5397"	"A"
"5398"	"A"
"5399"	"B"
"5400"	"E"
"5401"	"B"
"5402"	"B"
"5403"	"A"
"5404"	"A"
"5405"	"C"
"5406"	"F"
"5407"	"D"
"5408"	"D"
"5409"	"B"
"5410"	"E"
"5411"	"B"
"5412"	"D"
"5413"	"F"
"5414"	"B"
"5415"	"E"
"5416"	"B"
"5417"	"E"
"5418"	"E"
"5419"	"B"
"5420"	"D"
"5421"	"C"
"5422"	"D"
"5423"	"D"
"5424"	"B"
"5425"	"E"
"5426"	"A"
"5427"	"D"
"5428"	"A"
"5429"	"E"
"5430"	"A"
"5431"	"E"
"5432"	"A"
"5433"	"B"
"5434"	"E"
"5435"	"E"
"5436"	"D"
"5437"	"C"
"5438"	"D"
"5439"	"A"
"5440"	"A"
"5441"	"A"
"5442"	"E"
"5443"	"D"
"5444"	"B"
"5445"	"A"
"5446"	"E"
"5447"	"D"
"5448"	"A"
"5449"	"E"
"5450"	"A"
"5451"	"E"
"5452"	"E"
"5453"	"B"
"5454"	"D"
"5455"	"A"
"5456"	"A"
"5457"	"D"
"5458"	"D"
"5459"	"A"
"5460"	"C"
"5461"	"B"
"5462"	"B"
"5463"	"A"
"5464"	"C"
"5465"	"C"
"5466"	"B"
"5467"	"E"
"5468"	"A"
"5469"	"C"
"5470"	"C"
"5471"	"A"
"5472"	"F"
"5473"	"A"
"5474"	"C"
"5475"	"B"
"5476"	"E"
"5477"	"F"
"5478"	"A"
"5479"	"B"
"5480"	"F"
"5481"	"A"
"5482"	"A"
"5483"	"A"
"5484"	"B"
"5485"	"A"
"5486"	"C"
"5487"	"B"
"5488"	"F"
"5489"	"E"
"5490"	"E"
"5491"	"A"
"5492"	"E"
"5493"	"A"
"5494"	"C"
"5495"	"E"
"5496"	"B"
"5497"	"E"
"5498"	"C"
"5499"	"A"
"5500"	"A"
"5501"	"A"
"5502"	"E"
"5503"	"A"
"5504"	"A"
"5505"	"A"
"5506"	"C"
"5507"	"C"
"5508"	"F"
"5509"	"D"
"5510"	"B"
"5511"	"D"
"5512"	"F"
"5513"	"A"
"5514"	"D"
"5515"	"C"
"5516"	"E"
"5517"	"A"
"5518"	"E"
"5519"	"F"
"5520"	"D"
"5521"	"B"
"5522"	"B"
"5523"	"D"
"5524"	"B"
"5525"	"D"
"5526"	"B"
"5527"	"A"
"5528"	"D"
"5529"	"E"
"5530"	"A"
"5531"	"D"
"5532"	"D"
"5533"	"A"
"5534"	"A"
"5535"	"E"
"5536"	"B"
"5537"	"D"
"5538"	"B"
"5539"	"D"
"5540"	"E"
"5541"	"E"
"5542"	"D"
"5543"	"B"
"5544"	"B"
"5545"	"C"
"5546"	"C"
"5547"	"B"
"5548"	"E"
"5549"	"C"
"5550"	"D"
"5551"	"F"
"5552"	"A"
"5553"	"A"
"5554"	"C"
"5555"	"C"
"5556"	"A"
"5557"	"B"
"5558"	"D"
"5559"	"E"
"5560"	"F"
"5561"	"E"
"5562"	"D"
"5563"	"F"
"5564"	"D"
"5565"	"A"
"5566"	"D"
"5567"	"A"
"5568"	"F"
"5569"	"A"
"5570"	"E"
"5571"	"A"
"5572"	"A"
"5573"	"A"
"5574"	"A"
"5575"	"B"
"5576"	"C"
"5577"	"B"
"5578"	"E"
"5579"	"A"
"5580"	"D"
"5581"	"B"
"5582"	"B"
"5583"	"A"
"5584"	"C"
"5585"	"D"
"5586"	"A"
"5587"	"D"
"5588"	"E"
"5589"	"D"
"5590"	"A"
"5591"	"E"
"5592"	"B"
"5593"	"C"
"5594"	"E"
"5595"	"E"
"5596"	"A"
"5597"	"B"
"5598"	"F"
"5599"	"D"
"5600"	"A"
"5601"	"E"
"5602"	"D"
"5603"	"A"
"5604"	"C"
"5605"	"A"
"5606"	"B"
"5607"	"F"
"5608"	"A"
"5609"	"C"
"5610"	"A"
"5611"	"A"
"5612"	"A"
"5613"	"A"
"5614"	"A"
"5615"	"A"
"5616"	"E"
"5617"	"E"
"5618"	"A"
"5619"	"C"
"5620"	"A"
"5621"	"A"
"5622"	"F"
"5623"	"A"
"5624"	"C"
"5625"	"D"
"5626"	"D"
"5627"	"F"
"5628"	"C"
"5629"	"B"
"5630"	"E"
"5631"	"A"
"5632"	"E"
"5633"	"C"
"5634"	"B"
"5635"	"A"
"5636"	"D"
"5637"	"B"
"5638"	"D"
"5639"	"A"
"5640"	"E"
"5641"	"B"
"5642"	"B"
"5643"	"C"
"5644"	"B"
"5645"	"E"
"5646"	"D"
"5647"	"A"
"5648"	"D"
"5649"	"E"
"5650"	"B"
"5651"	"A"
"5652"	"E"
"5653"	"A"
"5654"	"A"
"5655"	"A"
"5656"	"E"
"5657"	"D"
"5658"	"D"
"5659"	"E"
"5660"	"D"
"5661"	"A"
"5662"	"B"
"5663"	"B"
"5664"	"E"
"5665"	"F"
"5666"	"D"
"5667"	"C"
"5668"	"C"
"5669"	"E"
"5670"	"D"
"5671"	"F"
"5672"	"F"
"5673"	"E"
"5674"	"E"
"5675"	"D"
"5676"	"A"
"5677"	"D"
"5678"	"F"
"5679"	"D"
"5680"	"D"
"5681"	"A"
"5682"	"F"
"5683"	"D"
"5684"	"B"
"5685"	"A"
"5686"	"D"
"5687"	"B"
"5688"	"D"
"5689"	"E"
"5690"	"D"
"5691"	"B"
"5692"	"E"
"5693"	"D"
"5694"	"E"
"5695"	"D"
"5696"	"D"
"5697"	"E"
"5698"	"D"
"5699"	"B"
"5700"	"A"
"5701"	"D"
"5702"	"D"
"5703"	"E"
"5704"	"E"
"5705"	"D"
"5706"	"D"
"5707"	"F"
"5708"	"A"
"5709"	"B"
"5710"	"B"
"5711"	"A"
"5712"	"B"
"5713"	"D"
"5714"	"A"
"5715"	"B"
"5716"	"A"
"5717"	"A"
"5718"	"E"
"5719"	"F"
"5720"	"B"
"5721"	"B"
"5722"	"A"
"5723"	"E"
"5724"	"A"
"5725"	"C"
"5726"	"E"
"5727"	"E"
"5728"	"E"
"5729"	"A"
"5730"	"A"
"5731"	"E"
"5732"	"E"
"5733"	"E"
"5734"	"B"
"5735"	"E"
"5736"	"C"
"5737"	"F"
"5738"	"B"
"5739"	"C"
"5740"	"F"
"5741"	"E"
"5742"	"A"
"5743"	"E"
"5744"	"E"
"5745"	"B"
"5746"	"A"
"5747"	"C"
"5748"	"B"
"5749"	"A"
"5750"	"E"
"5751"	"A"
"5752"	"D"
"5753"	"A"
"5754"	"A"
"5755"	"A"
"5756"	"F"
"5757"	"D"
"5758"	"B"
"5759"	"B"
"5760"	"B"
"5761"	"A"
"5762"	"C"
"5763"	"A"
"5764"	"A"
"5765"	"A"
"5766"	"A"
"5767"	"A"
"5768"	"B"
"5769"	"D"
"5770"	"E"
"5771"	"B"
"5772"	"D"
"5773"	"E"
"5774"	"A"
"5775"	"E"
"5776"	"F"
"5777"	"E"
"5778"	"F"
"5779"	"C"
"5780"	"D"
"5781"	"C"
"5782"	"B"
"5783"	"A"
"5784"	"D"
"5785"	"A"
"5786"	"D"
"5787"	"D"
"5788"	"E"
"5789"	"D"
"5790"	"B"
"5791"	"F"
"5792"	"B"
"5793"	"E"
"5794"	"D"
"5795"	"D"
"5796"	"B"
"5797"	"C"
"5798"	"D"
"5799"	"E"
"5800"	"D"
"5801"	"A"
"5802"	"A"
"5803"	"B"
"5804"	"D"
"5805"	"F"
"5806"	"D"
"5807"	"D"
"5808"	"D"
"5809"	"F"
"5810"	"F"
"5811"	"A"
"5812"	"A"
"5813"	"E"
"5814"	"A"
"5815"	"A"
"5816"	"B"
"5817"	"F"
"5818"	"A"
"5819"	"E"
"5820"	"E"
"5821"	"A"
"5822"	"D"
"5823"	"A"
"5824"	"B"
"5825"	"D"
"5826"	"E"
"5827"	"E"
"5828"	"F"
"5829"	"D"
"5830"	"B"
"5831"	"E"
"5832"	"E"
"5833"	"B"
"5834"	"C"
"5835"	"E"
"5836"	"B"
"5837"	"D"
"5838"	"B"
"5839"	"D"
"5840"	"A"
"5841"	"C"
"5842"	"D"
"5843"	"A"
"5844"	"D"
"5845"	"A"
"5846"	"C"
"5847"	"B"
"5848"	"F"
"5849"	"E"
"5850"	"A"
"5851"	"D"
"5852"	"A"
"5853"	"F"
"5854"	"C"
"5855"	"D"
"5856"	"E"
"5857"	"A"
"5858"	"A"
"5859"	"D"
"5860"	"D"
"5861"	"A"
"5862"	"A"
"5863"	"E"
"5864"	"D"
"5865"	"B"
"5866"	"D"
"5867"	"A"
"5868"	"D"
"5869"	"C"
"5870"	"B"
"5871"	"A"
"5872"	"A"
"5873"	"A"
"5874"	"B"
"5875"	"C"
"5876"	"B"
"5877"	"C"
"5878"	"A"
"5879"	"D"
"5880"	"A"
"5881"	"A"
"5882"	"B"
"5883"	"E"
"5884"	"C"
"5885"	"F"
"5886"	"D"
"5887"	"E"
"5888"	"A"
"5889"	"C"
"5890"	"C"
"5891"	"B"
"5892"	"E"
"5893"	"C"
"5894"	"D"
"5895"	"A"
"5896"	"D"
"5897"	"A"
"5898"	"A"
"5899"	"F"
"5900"	"D"
"5901"	"C"
"5902"	"B"
"5903"	"C"
"5904"	"E"
"5905"	"A"
"5906"	"E"
"5907"	"A"
"5908"	"B"
"5909"	"F"
"5910"	"B"
"5911"	"B"
"5912"	"B"
"5913"	"A"
"5914"	"A"
"5915"	"A"
"5916"	"A"
"5917"	"E"
"5918"	"E"
"5919"	"C"
"5920"	"A"
"5921"	"C"
"5922"	"B"
"5923"	"E"
"5924"	"A"
"5925"	"A"
"5926"	"B"
"5927"	"D"
"5928"	"A"
"5929"	"C"
"5930"	"B"
"5931"	"C"
"5932"	"D"
"5933"	"A"
"5934"	"A"
"5935"	"F"
"5936"	"A"
"5937"	"C"
"5938"	"A"
"5939"	"B"
"5940"	"E"
"5941"	"A"
"5942"	"E"
"5943"	"E"
"5944"	"A"
"5945"	"A"
"5946"	"E"
"5947"	"D"
"5948"	"B"
"5949"	"E"
"5950"	"D"
"5951"	"A"
"5952"	"D"
"5953"	"D"
"5954"	"A"
"5955"	"D"
"5956"	"A"
"5957"	"D"
"5958"	"D"
"5959"	"D"
"5960"	"C"
"5961"	"B"
"5962"	"A"
"5963"	"C"
"5964"	"D"
"5965"	"A"
"5966"	"C"
"5967"	"F"
"5968"	"A"
"5969"	"D"
"5970"	"F"
"5971"	"B"
"5972"	"F"
"5973"	"B"
"5974"	"D"
"5975"	"E"
"5976"	"A"
"5977"	"E"
"5978"	"A"
"5979"	"C"
"5980"	"C"
"5981"	"D"
"5982"	"B"
"5983"	"A"
"5984"	"E"
"5985"	"E"
"5986"	"A"
"5987"	"E"
"5988"	"C"
"5989"	"D"
"5990"	"D"
"5991"	"A"
"5992"	"F"
"5993"	"E"
"5994"	"D"
"5995"	"B"
"5996"	"D"
"5997"	"C"
"5998"	"E"
"5999"	"D"
"6000"	"F"
"6001"	"A"
"6002"	"E"
"6003"	"D"
"6004"	"A"
"6005"	"C"
"6006"	"D"
"6007"	"A"
"6008"	"D"
"6009"	"E"
"6010"	"A"
"6011"	"A"
"6012"	"E"
"6013"	"A"
"6014"	"E"
"6015"	"D"
"6016"	"D"
"6017"	"D"
"6018"	"E"
"6019"	"C"
"6020"	"E"
"6021"	"B"
"6022"	"D"
"6023"	"F"
"6024"	"E"
"6025"	"D"
"6026"	"D"
"6027"	"E"
"6028"	"A"
"6029"	"B"
"6030"	"B"
"6031"	"E"
"6032"	"F"
"6033"	"A"
"6034"	"E"
"6035"	"A"
"6036"	"E"
"6037"	"C"
"6038"	"D"
"6039"	"C"
"6040"	"E"
"6041"	"B"
"6042"	"C"
"6043"	"A"
"6044"	"B"
"6045"	"C"
"6046"	"E"
"6047"	"E"
"6048"	"A"
"6049"	"C"
"6050"	"B"
"6051"	"A"
"6052"	"B"
"6053"	"A"
"6054"	"A"
"6055"	"E"
"6056"	"A"
"6057"	"B"
"6058"	"A"
"6059"	"A"
"6060"	"B"
"6061"	"D"
"6062"	"E"
"6063"	"A"
"6064"	"C"
"6065"	"F"
"6066"	"A"
"6067"	"A"
"6068"	"B"
"6069"	"A"
"6070"	"B"
"6071"	"D"
"6072"	"B"
"6073"	"A"
"6074"	"A"
"6075"	"E"
"6076"	"F"
"6077"	"D"
"6078"	"A"
"6079"	"A"
"6080"	"E"
"6081"	"F"
"6082"	"F"
"6083"	"E"
"6084"	"A"
"6085"	"D"
"6086"	"D"
"6087"	"B"
"6088"	"A"
"6089"	"F"
"6090"	"A"
"6091"	"C"
"6092"	"E"
"6093"	"A"
"6094"	"E"
"6095"	"F"
"6096"	"A"
"6097"	"A"
"6098"	"D"
"6099"	"F"
"6100"	"D"
"6101"	"A"
"6102"	"C"
"6103"	"A"
"6104"	"E"
"6105"	"E"
"6106"	"A"
"6107"	"D"
"6108"	"F"
"6109"	"E"
"6110"	"B"
"6111"	"A"
"6112"	"D"
"6113"	"A"
"6114"	"B"
"6115"	"B"
"6116"	"A"
"6117"	"A"
"6118"	"A"
"6119"	"A"
"6120"	"D"
"6121"	"E"
"6122"	"A"
"6123"	"B"
"6124"	"A"
"6125"	"C"
"6126"	"B"
"6127"	"A"
"6128"	"A"
"6129"	"A"
"6130"	"C"
"6131"	"C"
"6132"	"D"
"6133"	"D"
"6134"	"E"
"6135"	"D"
"6136"	"E"
"6137"	"A"
"6138"	"C"
"6139"	"A"
"6140"	"A"
"6141"	"C"
"6142"	"D"
"6143"	"E"
"6144"	"E"
"6145"	"B"
"6146"	"E"
"6147"	"A"
"6148"	"A"
"6149"	"A"
"6150"	"B"
"6151"	"A"
"6152"	"F"
"6153"	"A"
"6154"	"F"
"6155"	"D"
"6156"	"D"
"6157"	"E"
"6158"	"A"
"6159"	"D"
"6160"	"A"
"6161"	"B"
"6162"	"B"
"6163"	"D"
"6164"	"C"
"6165"	"E"
"6166"	"F"
"6167"	"A"
"6168"	"A"
"6169"	"A"
"6170"	"D"
"6171"	"E"
"6172"	"A"
"6173"	"C"
"6174"	"E"
"6175"	"D"
"6176"	"A"
"6177"	"E"
"6178"	"A"
"6179"	"A"
"6180"	"D"
"6181"	"D"
"6182"	"D"
"6183"	"D"
"6184"	"A"
"6185"	"E"
"6186"	"E"
"6187"	"A"
"6188"	"A"
"6189"	"B"
"6190"	"E"
"6191"	"C"
"6192"	"B"
"6193"	"B"
"6194"	"E"
"6195"	"C"
"6196"	"D"
"6197"	"F"
"6198"	"A"
"6199"	"A"
"6200"	"E"
"6201"	"D"
"6202"	"A"
"6203"	"A"
"6204"	"A"
"6205"	"A"
"6206"	"A"
"6207"	"A"
"6208"	"D"
"6209"	"C"
"6210"	"A"
"6211"	"D"
"6212"	"A"
"6213"	"C"
"6214"	"D"
"6215"	"A"
"6216"	"D"
"6217"	"A"
"6218"	"D"
"6219"	"D"
"6220"	"A"
"6221"	"A"
"6222"	"E"
"6223"	"A"
"6224"	"A"
"6225"	"E"
"6226"	"E"
"6227"	"D"
"6228"	"A"
"6229"	"E"
"6230"	"A"
"6231"	"A"
"6232"	"A"
"6233"	"E"
"6234"	"B"
"6235"	"A"
"6236"	"D"
"6237"	"B"
"6238"	"E"
"6239"	"C"
"6240"	"E"
"6241"	"C"
"6242"	"A"
"6243"	"A"
"6244"	"D"
"6245"	"A"
"6246"	"B"
"6247"	"D"
"6248"	"B"
"6249"	"E"
"6250"	"B"
"6251"	"E"
"6252"	"A"
"6253"	"F"
"6254"	"A"
"6255"	"A"
"6256"	"C"
"6257"	"F"
"6258"	"A"
"6259"	"C"
"6260"	"D"
"6261"	"A"
"6262"	"B"
"6263"	"A"
"6264"	"B"
"6265"	"E"
"6266"	"A"
"6267"	"D"
"6268"	"E"
"6269"	"F"
"6270"	"A"
"6271"	"E"
"6272"	"E"
"6273"	"A"
"6274"	"E"
"6275"	"E"
"6276"	"A"
"6277"	"B"
"6278"	"D"
"6279"	"D"
"6280"	"B"
"6281"	"A"
"6282"	"B"
"6283"	"E"
"6284"	"E"
"6285"	"D"
"6286"	"C"
"6287"	"A"
"6288"	"A"
"6289"	"E"
"6290"	"D"
"6291"	"D"
"6292"	"E"
"6293"	"E"
"6294"	"E"
"6295"	"B"
"6296"	"E"
"6297"	"B"
"6298"	"A"
"6299"	"A"
"6300"	"F"
"6301"	"A"
"6302"	"B"
"6303"	"D"
"6304"	"E"
"6305"	"C"
"6306"	"E"
"6307"	"A"
"6308"	"A"
"6309"	"D"
"6310"	"A"
"6311"	"D"
"6312"	"F"
"6313"	"B"
"6314"	"C"
"6315"	"D"
"6316"	"E"
"6317"	"F"
"6318"	"B"
"6319"	"D"
"6320"	"F"
"6321"	"B"
"6322"	"A"
"6323"	"A"
"6324"	"B"
"6325"	"B"
"6326"	"A"
"6327"	"E"
